,Name,Lat,Lon,Numer_of_Guests,Price_per_night,Accommodation_Type,Star,labels,price_group,location
1281,Halles 20 · Halles 20 · Halles 20 · Halles 20 · Halles 20 · Halles 20 · Halles 20 · Halles 20 · Halles 20 · Family apartment in Les Halles with balcony & AC,48.85846,2.34833,6,404,Entire Place,4.5,2,5,48.85846 2.34833
1282,Gorgeous apartment & terrace in the heart of Paris,48.8542,2.32515,2,363,Entire Place,5,15,5,48.8542 2.32515
1283,Superbe appartement ancien & arty dans le Marais,48.86905,2.35869,4,365,Entire Place,5,1,5,48.86905 2.35869
1284,Spacious Loft in the Center of Paris,48.86464,2.34998,14,407,Entire Place,5,2,5,48.86464 2.34998
1285,"Jungle Juice, 3BR/2BA, 6 people",48.85091,2.3765,6,436,Entire Place,5,19,5,48.85091 2.3765
1286,"La Rue, 2BR/2BA, 6 people",48.86489,2.34957,6,362,Entire Place,5,2,5,48.86489 2.34957
1287,"Bright, Updated Flat Near Notre Dame",48.85403,2.34155,4,376,Entire Place,5,15,5,48.85403 2.34155
1288,LivinParis | Luxury 3 Bedrooms Grand-Boulevard II,48.86937,2.34927,8,396,Entire Place,4.5,2,5,48.86937 2.34927
1290,Very spacious newly renovated apt near Madeleine,48.87081,2.32366,4,371,Entire Place,5,7,5,48.87081 2.32366
1292,Sublime and new apartment Haussmann Opera,48.88274,2.32863,12,429,Entire Place,5,7,5,48.88274 2.32863
1294,LivinParis | Luxury 4 Bedrooms Opera Lafayette II,48.87816,2.3469,10,453,Entire Place,5,2,5,48.87816 2.3469
1295,LivinParis | Luxury 4 Bedrooms Opera Lafayette IV,48.8762,2.34742,10,472,Entire Place,5,2,5,48.8762 2.34742
1296,Sweet Inn | Unique 3BR in the X arrondissement,48.874,2.347,6,467,Entire Place,4,2,5,48.874 2.347
1301,Tour Eiffel - Summer in a beautiful 3 bedrooms,48.85782,2.30536,6,400,Entire Place,5,18,5,48.85782 2.30536
1304,"Sunny, X large & arty family apartment",48.841,2.325,8,400,Entire Place,5,9,5,48.841 2.325
1307,Deux studios communicants **** au cœur d'Opéra,48.875,2.329,4,392,Hotel Rooms,4,7,5,48.875 2.329
1309,Two Rooms perfect for Families,48.874,2.344,4,441,Hotel Rooms,5,2,5,48.874 2.344
1310,Location  Paris  Montmartre vue exceptionnelle !,48.8868,2.34527,6,411,Entire Place,5,12,5,48.8868 2.34527
1312,Loft @Canal St Martin & République w 3 BR & 3 bath,48.87276,2.36287,6,424,Entire Place,4.5,11,5,48.87276 2.36287
1313,Paris sublime appartement avec jardins,48.86823,2.28331,4,420,Entire Place,5,18,5,48.86823 2.28331
1319,Davis **** Chic & Modern at 50 meters from the Champs-Elysées,48.873,2.29978,4,399,Entire Place,5,18,5,48.873 2.29978
1323,Rare private house Air-Cond in Aligre Market area,48.84975,2.37836,7,435,Entire Place,5,19,5,48.84975 2.37836
1325,Amazing appartement 10P - Bastille/Voltaire- D,48.86,2.375,10,413,Entire Place,4.5,1,5,48.86 2.375
1326,Great 3BR apt for 6 guests in center Le Marais FL,48.86307,2.36266,6,454,Entire Place,4.5,1,5,48.86307 2.36266
1328,Amazing appartement 12P - Bastille/Voltaire,48.86,2.375,12,416,Entire Place,4.5,1,5,48.86 2.375
1329,115m² apartment with panoramic view,48.87509,2.352,6,395,Entire Place,5,2,5,48.87509 2.352
1332,NEW Two bedrooms Saint Germain Quiet & Bright,48.85483,2.32281,3,417,Entire Place,5,15,5,48.85483 2.32281
1333,4 big bedrooms close to Opéra,48.87153,2.34605,8,430,Entire Place,5,2,5,48.87153 2.34605
1336,Sublime appt avec BALCON proche ARC DE TRIOMPHE,48.88279,2.29838,7,450,Entire Place,5,0,5,48.88279 2.29838
1340,GuestReady - Modern 2 bedrooms near Louvre,48.86299,2.33507,6,366,Entire Place,4,2,5,48.86299 2.33507
1345,Luxury Countryside House heart of Historic Marais,48.862,2.362,6,377,Entire Place,5,1,5,48.862 2.362
1346,Fabulous family apartment in the centre of Paris!,48.86621,2.34542,8,364,Entire Place,4.5,2,5,48.86621 2.34542
1347,Sublime and new apartment Saint Germain des Près,48.8473,2.32604,8,368,Entire Place,4.5,15,5,48.8473 2.32604
1348,Elegance & Style - Paris Center,48.85926,2.34534,7,359,Entire Place,5,2,5,48.85926 2.34534
1349,"Bistrot, 2BR/2BA, 6 people",48.85175,2.37045,6,382,Entire Place,5,1,5,48.85175 2.37045
1350,Amazing apartment - 2BR/6P - Eiffel Tower View,48.857,2.285,6,386,Entire Place,4.5,3,5,48.857 2.285
1352,"Bastille  , quiet family appart near Marais",48.86246,2.37392,6,400,Entire Place,5,1,5,48.86246 2.37392
1353,Modern 2-Bed Apt in Paris perfectly located,48.8656,2.33801,4,385,Entire Place,4,2,5,48.8656 2.33801
1354,Wonderful apartment 2BR next to Montmartre,48.88,2.337,6,387,Entire Place,5,12,5,48.88 2.337
1355,Champs-Elysées Triangle d'or Entire beautiful flat,48.86633,2.3027,4,357,Entire Place,5,18,5,48.86633 2.3027
1356,Edgar Suites Marais - Réaumur,48.86379,2.35945,5,386,Entire Place,5,1,5,48.86379 2.35945
1357,"Bright & Cosy 2-Bed Apt in Paris, Sleeps 4",48.8653,2.33637,4,385,Entire Place,4,2,5,48.8653 2.33637
1360,Design Apartment 3BR/8P Muette / Auteuil village,48.85084,2.2648,8,400,Entire Place,4.5,17,5,48.85084 2.2648
1361,Striking Paris Apartment,48.8723,2.34916,6,355,Entire Place,5,2,5,48.8723 2.34916
1362,Luxury Cosy Louvre,48.86562,2.34504,8,450,Entire Place,5,2,5,48.86562 2.34504
1363,Amazing loft 4BR/10P - Quai de Valmy,48.86943,2.36291,10,458,Entire Place,5,11,5,48.86943 2.36291
1365,Charming apartment right in the heart of Paris,48.866,2.349,6,337,Entire Place,5,2,4,48.866 2.349
1366,Logement familial du « Marais » chic et parisien,48.86019,2.36566,10,450,Entire Place,4.5,1,5,48.86019 2.36566
1367,A Trendy 2-BDR Apartment next to the Louvre,48.864,2.344,4,384,Entire Place,4.5,2,5,48.864 2.344
1368,STUNNING SPACIOUS FLAT IN THE HEART OF PARIS  !,48.85842,2.34915,6,390,Entire Place,5,2,5,48.85842 2.34915
1370,Grands boulevards Chic Folies Bergères,48.874,2.343,6,364,Entire Place,5,2,5,48.874 2.343
1371,"Luxury one bedroom, Heart of Marais",48.856,2.357,4,350,Entire Place,4.5,1,4,48.856 2.357
1372,Spacious and charming flat on île de la Cité,48.85786,2.34347,6,378,Entire Place,4.5,15,5,48.85786 2.34347
1374,Moderne & spacieux appartement proche de Saint Augustin,48.87559,2.31905,4,325,Entire Place,5,7,4,48.87559 2.31905
1375,Champs Elysées Cosy Two Bedroom with Terrace,48.873,2.301,6,383,Entire Place,5,18,5,48.873 2.301
1376,GuestReady - Elegant Home near Champs Elysées,48.86982,2.30426,6,354,Entire Place,4.5,18,5,48.86982 2.30426
1377,Luxury 1600 sqft on Champs Elysees with A/C,48.8742,2.297,5,449,Entire Place,5,18,5,48.8742 2.297
1378,"Ghost, 2BR/2BA, 6 people",48.8645,2.36026,6,378,Entire Place,4.5,1,5,48.8645 2.36026
1379,205 BLUE NIGHT APPARTEMENT MARAIS,48.86745,2.3539,10,455,Entire Place,4.5,2,5,48.86745 2.3539
1380,Cute Market Street BRIGHT & MODERN,48.86223,2.35279,4,372,Entire Place,5,2,5,48.86223 2.35279
1381,Modern apartment 2BR in a trendy neighborhood,48.88,2.337,6,387,Entire Place,5,12,5,48.88 2.337
1382,Superb apartment - Rivoli / Louvre - 2 bedrooms,48.85547,2.35908,4,350,Entire Place,4.5,1,4,48.85547 2.35908
1383,Amazing apartment - 8P/3BR - Châtelet / Rivoli,48.85978,2.34912,8,348,Entire Place,4.5,2,4,48.85978 2.34912
1384,Appartement Champs Elysées - Triangle d'Or - A/C,48.871,2.303,4,430,Entire Place,4.5,18,5,48.871 2.303
1385,"Show Room, 2BR/2BA, 6 people",48.85939,2.35461,6,359,Entire Place,4.5,1,5,48.85939 2.35461
1386,Gorgeous family apartment in heart of Paris!,48.86751,2.34414,8,386,Entire Place,5,2,5,48.86751 2.34414
1388,Stylish Parisian Flat in the Marais - SAINT-PAUL,48.85314,2.36304,4,319,Entire Place,5,1,4,48.85314 2.36304
1389,LivinParis | Luxury 2 Bedrooms Le Marais II,48.866,2.359,6,346,Entire Place,5,1,4,48.866 2.359
1390,LUXURY DUPLEX IN THE HEART OF PARIS/ FAMILY HOUSE,48.869,2.353,10,452,Entire Place,5,2,5,48.869 2.353
1391,Modern Artist's House near the Eiffel Tower,48.848,2.294,9,450,Entire Place,5,3,5,48.848 2.294
1392,Luxury apartment 2BR close to MOULIN ROUGE,48.88,2.337,6,387,Entire Place,5,12,5,48.88 2.337
1393,Quartier d'Hiver **** Beautiful apartment close to the Champs-Elysées,48.87464,2.2985,4,377,Entire Place,5,18,5,48.87464 2.2985
1394,Grand loft en plein coeur du Marais.,48.86163,2.36226,6,380,Entire Place,5,1,5,48.86163 2.36226
1395,Amazing Duplex 2BR/6P - Le Marais,48.86253,2.36513,6,334,Entire Place,4.5,1,4,48.86253 2.36513
1396,Charming Appt/Garden/Montmartre-Pigalle/2+1BR/6P,48.87932,2.33099,6,390,Entire Place,5,7,5,48.87932 2.33099
1397,Beautiful Triplex in the center of Paris,48.86971,2.35723,12,450,Entire Place,4,2,5,48.86971 2.35723
1398,Apartment marais/ 200 meters from île Saint Louis,48.855,2.36,6,389,Entire Place,5,1,5,48.855 2.36
1399,Charming Apartment with Balcony - 5 min Republique,48.86949,2.35584,5,358,Entire Place,4.5,2,5,48.86949 2.35584
1400,Appartement10P/Full Equipped/BONNE NOUVELLE/BOURSE,48.869,2.347,10,450,Entire Place,5,2,5,48.869 2.347
1401,"Show Room, 2BR/2BA, 6 people",48.85963,2.35562,6,359,Entire Place,4.5,1,5,48.85963 2.35562
1402,Canal Saint Martin - AMAZING 12P/4BR apartment,48.8833,2.36728,12,468,Entire Place,5,11,5,48.8833 2.36728
1404,The Most Stunning & Breathtaking Sacré Coeur View!,48.88463,2.34265,4,350,Entire Place,5,12,4,48.88463 2.34265
1405,NEW Design Flat in the Heart of Paris-An Ecoloflat,48.873,2.354,6,318,Entire Place,5,2,4,48.873 2.354
1406,?? 216-Vintage Spirit Suite : a unique charm !,48.86772,2.3485,8,369,Entire Place,4.5,2,5,48.86772 2.3485
1407,Saint-Germain-Des-Près bohème avec vue sur Paris,48.85218,2.33403,4,350,Entire Place,5,15,4,48.85218 2.33403
1408,St Germain luxurious Art Deco Loft,48.85591,2.33615,4,321,Entire Place,5,15,4,48.85591 2.33615
1409,Bohemian Chic 3 BDR Apartment in Le Marais,48.86746,2.36265,6,364,Entire Place,5,1,5,48.86746 2.36265
1410,Luxury apartment on the Ile de la Cité,48.85354,2.34427,6,372,Entire Place,4.5,15,5,48.85354 2.34427
1411,Suite Le Marais - Montmorency - Heart of Paris,48.86412,2.3528,4,353,Entire Place,5,2,5,48.86412 2.3528
1412,Spacious flat with amazing view on EIFFEL TOWER !,48.84738,2.29798,4,314,Entire Place,5,3,4,48.84738 2.29798
1413,My Nest Inn Marais - 6 pers- 53m² - Heart of Paris,48.86495,2.36239,6,376,Entire Place,5,1,5,48.86495 2.36239
1414,Superb appartement - 8P/ 2BR- Champs Elysées,48.871,2.306,6,428,Entire Place,4,18,5,48.871 2.306
1415,Sweet Inn | Spacious 3BR in St Germain W/balcony,48.853,2.338,6,465,Entire Place,4.5,15,5,48.853 2.338
1416,Beautiful Parisian apartment 100m2,48.8647,2.35204,3,350,Entire Place,5,2,4,48.8647 2.35204
1417,Saint Germain wonderful Familly Flat 3 rooms,48.85237,2.32489,4,457,Entire Place,5,15,5,48.85237 2.32489
1418,Bright and Gorgeous flat in the heart of Paris,48.84622,2.34158,6,326,Entire Place,4.5,15,4,48.84622 2.34158
1419,Magnifique appartement - 7P -Place de l'Etoile - 2,48.874,2.299,7,386,Entire Place,5,18,5,48.874 2.299
1420,Minimalist Flat in Historic Architecture Building,48.84924,2.3192,5,380,Entire Place,5,9,5,48.84924 2.3192
1421,Sebastopol Grey 2 - District Beaubourg/Le Marais,48.86443,2.35156,8,323,Entire Place,4.5,2,4,48.86443 2.35156
1422,Marais Lovely Notre Dame  Wifi - climatisé,48.85983,2.35134,5,320,Entire Place,5,2,4,48.85983 2.35134
1423,Luxueux T2 de 85m² avec vue sur la tour Eiffel,48.86861,2.28852,2,351,Entire Place,5,18,5,48.86861 2.28852
1424,Luxurious apartment in Saint Germain,48.85335,2.34179,4,317,Entire Place,5,15,4,48.85335 2.34179
1425,Superbe appart 2BR/8P - Opéra-Center of Paris 43,48.87173,2.33594,8,314,Entire Place,5,2,4,48.87173 2.33594
1426,Sublime and new apartment Haussmann Opera,48.8755,2.32608,6,347,Entire Place,4.5,7,4,48.8755 2.32608
1427,Historic Loft Marais & Saint Louis - 3 bedrooms AC,48.85213,2.36749,10,428,Entire Place,5,1,5,48.85213 2.36749
1428,Appartement Champ Elysées - Lido - AIR CONDITIONNE,48.871,2.303,6,460,Entire Place,4.5,18,5,48.871 2.303
1429,Luxury 2 bedrooms 2 bathrooms next to Invalides,48.85495,2.32307,4,320,Entire Place,5,15,4,48.85495 2.32307
1430,Sweet Inn | Glamorous Apt. in Saint Germain,48.853,2.338,2,343,Entire Place,4,15,4,48.853 2.338
1431,Amazing apartment 6P/2BR Beaubourg - Heart of Paris,48.86369,2.35577,6,331,Entire Place,4.5,1,4,48.86369 2.35577
1432,Luxe and Colourful 3BR Flat near Palais Garnier,48.87991,2.3317,6,413,Entire Place,4.5,7,5,48.87991 2.3317
1433,"Appartement neuf à La Bastille, 3 pièces",48.854,2.379,6,400,Entire Place,5,19,5,48.854 2.379
1434,Amazing apartment 6P/2BR- St Germain des Près,48.85363,2.33547,6,349,Entire Place,4.5,15,4,48.85363 2.33547
1436,A Refined One-Bedroom with Services in Le Marais,48.856,2.359,4,313,Entire Place,5,1,4,48.856 2.359
1437,"Champs-Elysées Paris 6P,  2BR, 60 Sqm, Sunny  Calm",48.872,2.302,4,450,Entire Place,5,18,5,48.872 2.302
1438,"Luxueux & spacieux appartement, 125m2, République",48.86551,2.37522,10,450,Entire Place,4.5,11,5,48.86551 2.37522
1439,Calm apartment in the heart of Paris for 7!,48.86018,2.34546,7,450,Entire Place,4.5,2,5,48.86018 2.34546
1440,HARMONIE - 2 BEDROOMS - Village du MARAIS,48.86227,2.35363,5,329,Entire Place,5,2,4,48.86227 2.35363
1441,Paris 5 Star Luxury Ile Saint-Louis #7510404177410,48.85088,2.35683,2,739,Entire Place,5,1,5,48.85088 2.35683
1443,Superbe appartement 2BR/8P - Opéra - Center of Paris 33,48.87247,2.33586,8,347,Entire Place,5,2,4,48.87247 2.33586
1444,LivinParis | Luxury 2 Bedrooms Opera II,48.87429,2.35196,6,341,Entire Place,5,2,4,48.87429 2.35196
1445,"Family room-45m², Breakfast incl, Champs Elysées",48.87593,2.28778,4,399,Hotel Rooms,5,18,5,48.87593 2.28778
1446,Luxury Flat EIFFEL tower & River Seine,48.84405,2.27035,6,405,Entire Place,5,3,5,48.84405 2.27035
1447,Pantheon - Latin Quarter,48.84729,2.34363,4,400,Entire Place,5,15,5,48.84729 2.34363
1448,Appartement 3 grandes pièces avec jardin,48.84375,2.35614,4,323,Entire Place,5,15,4,48.84375 2.35614
1450,Luxury Estate- Etienne Marcel Paris,48.86638,2.35002,6,334,Entire Place,4.5,2,4,48.86638 2.35002
1451,"Ghost, 2BR/2BA, 6 people",48.86578,2.36093,6,387,Entire Place,4.5,1,5,48.86578 2.36093
1452,4 Bedrm +4 bathrm HOUSE with AIRCOND & ELEVATOR MA,48.87165,2.30557,8,571,Entire Place,5,18,5,48.87165 2.30557
1453,Paris 4 bedrooms luxurious family flat,48.87697,2.3335,8,550,Entire Place,5,7,5,48.87697 2.3335
1454,Charming apartment 2BR close to Pigalle,48.88,2.337,6,387,Entire Place,5,12,5,48.88 2.337
1455,"Apt paris, Eiffel Tower District",48.84486,2.28849,8,444,Entire Place,5,3,5,48.84486 2.28849
1456,Amazing Loft in Bastille,48.85354,2.37359,6,350,Entire Place,5,1,4,48.85354 2.37359
1457,Like at Home in Montmartre,48.885,2.337,4,483,Entire Place,5,12,5,48.885 2.337
1458,"Schloesing, 16e Tour Eiffel, Luxueux pied à terre",48.86299,2.28504,6,449,Entire Place,5,18,5,48.86299 2.28504
1460,PARIS 6* ??ST GERMAIN MONTPARNASSE,48.845,2.323,6,361,Entire Place,4.5,9,5,48.845 2.323
1461,Appartement Terrasse Marais Paris,48.85402,2.36295,6,525,Entire Place,5,1,5,48.85402 2.36295
1462,"Stunning 2 Bed Apartment, Sleeps 4",48.84699,2.38699,4,488,Entire Place,4.5,19,5,48.84699 2.38699
1464,Paris: Appartement à 2mn à pied des Champs Elysées,48.87119,2.31082,4,390,Entire Place,5,18,5,48.87119 2.31082
1465,ARTHEMIS  - 2 BEDROOMS - Village du Marais,48.86232,2.35437,5,321,Entire Place,5,2,4,48.86232 2.35437
1466,"Appt terrasse de luxe vue Seine , tour Eiffel",48.84954,2.27715,4,379,Entire Place,5,3,5,48.84954 2.27715
1467,? Louvre Palais Royal * Paris ?,48.86548,2.3397,6,380,Entire Place,5,2,5,48.86548 2.3397
1468,"Artist House, Paris 160m2",48.88833,2.33708,5,411,Entire Place,5,12,5,48.88833 2.33708
1469,Bright 1bedroom apartment centrally located with the most beautiful views from the Seine and the Beaugrenelle shopping mall,48.85164,2.2769,4,407,Entire Place,4,3,5,48.85164 2.2769
1470,Sunny and quiet 180m2 in Latin Quarter,48.8443,2.3412,7,499,Entire Place,4.5,15,5,48.8443 2.3412
1471,Design apt in the heart of the 9th district,48.87301,2.34236,4,342,Entire Place,5,2,4,48.87301 2.34236
1472,Amazing Sky Views at Luxembourg Sorbonne!,48.84557,2.33893,4,370,Entire Place,5,15,5,48.84557 2.33893
1473,Musical retreat in the 15th,48.84134,2.29109,2,447,Entire Place,4,3,5,48.84134 2.29109
1474,COZY PLACE 4/6P in LE MARAIS HEART OF PARIS ????,48.861,2.355,6,339,Entire Place,5,1,4,48.861 2.355
1475,Magnificent 6p flat in the heart of the Marais,48.85955,2.36225,6,390,Entire Place,4.5,1,5,48.85955 2.36225
1476,"COZY APARTMENT IN PARIS, NEAR REPUBLIC PLACE, FOR 4 PEOPLE.",48.864,2.359,4,375,Entire Place,4.5,1,5,48.864 2.359
1478,Charming Appart - 2BR/6P - Odeon / Sulpice,48.85045,2.33799,6,364,Entire Place,4.5,15,5,48.85045 2.33799
1479,Appartement romantique à Paris au cœur du Marais historique,48.86416,2.35209,8,335,Entire Place,5,2,4,48.86416 2.35209
1480,? Special Gustave Room,48.85,2.289,2,325,Hotel Rooms,5,3,4,48.85 2.289
1481,Coeur St Germain,48.854,2.338,6,377,Entire Place,4.5,15,5,48.854 2.338
1482,Central Trendy Parisian apartment (Montorgueil),48.86534,2.34882,4,380,Entire Place,4.5,2,5,48.86534 2.34882
1483,"Le Marais, place des Vosges - Duplex avec terrasse",48.85701,2.367,2,361,Entire Place,4,1,5,48.85701 2.367
1484,"Haussmannian family apartment, SACRE-COEUR-OPERA",48.87986,2.32594,8,400,Entire Place,5,7,5,48.87986 2.32594
1485,? Artist workshop - Paris Montmartre - 4 people ?,48.88582,2.33011,4,360,Entire Place,4,7,5,48.88582 2.33011
1486,5 star 2br/2ba w/Air Conditioning,48.85806,2.36486,4,416,Entire Place,5,1,5,48.85806 2.36486
1487,Appart' LE TAJ I Cambronne I Spa balnéo I Cinema,48.84333,2.30008,6,365,Entire Place,5,3,5,48.84333 2.30008
1488,Apt in the Marais quiet,48.85997,2.36398,6,380,Entire Place,5,1,5,48.85997 2.36398
1490,Sweet Inn | French Style Apt. by The Champs-Elysées,48.87763,2.31348,6,516,Entire Place,4,7,5,48.87763 2.31348
1492,An Amazing 2-BDR in le Marais,48.86036,2.3603,6,370,Entire Place,4,1,5,48.86036 2.3603
1493,"Gorgeous flat, wonderful view on Champs Élysées !",48.87309,2.29172,4,377,Entire Place,5,18,5,48.87309 2.29172
1495,Odéon-Notre Dame de Paris D   Climatisé - Wifi,48.85096,2.3391,6,430,Entire Place,4.5,15,5,48.85096 2.3391
1496,RUE VIEILLE DU TEMPLE LE MARAIS,48.8575,2.35728,4,354,Private Rooms,5,1,5,48.8575 2.35728
1497,Beautiful Apartment Paris 7th.,48.85761,2.31832,4,525,Entire Place,5,18,5,48.85761 2.31832
1498,?? 215-Cosy and bright Nature Spirit Suite,48.86573,2.34827,8,369,Entire Place,4.5,2,5,48.86573 2.34827
1501,Edgar Suites Vicat - Porte de Versailles 1,48.82748,2.29219,8,443,Entire Place,5,3,5,48.82748 2.29219
1502,Duplex de luxe entre BASTILLE et le MARAIS,48.853,2.375,6,353,Entire Place,5,1,5,48.853 2.375
1504,Sweet Inn | Trendy duplex in the 10th arrondissement,48.8785,2.35335,9,471,Entire Place,5,2,5,48.8785 2.35335
1505,AMAZING 7TH FLOOR LOFT-BIG TERRACE,48.8741,2.35259,2,475,Entire Place,4.5,2,5,48.8741 2.35259
1506,Historical 3 bedroom apartment in Le Marais,48.86577,2.35498,6,350,Entire Place,5,2,4,48.86577 2.35498
1508,TOP FLOOR - AC - INSURANCE with 2 BD,48.876,2.329,4,365,Entire Place,4.5,7,5,48.876 2.329
1510,"Montmartre - charming studio, perfect for a couple",48.889,2.342,4,590,Entire Place,5,12,5,48.889 2.342
1511,Trendy apartment - 1 Bedroom in Montorgueil,48.86666,2.3515,6,339,Entire Place,5,2,4,48.86666 2.3515
1512,"Stylish and Central, Porte Saint-Denis",48.87079,2.35227,4,325,Entire Place,5,2,4,48.87079 2.35227
1513,New&renovated cosy flat in The marais !!! 4/5 pers,48.8563,2.35985,5,363,Entire Place,4.5,1,5,48.8563 2.35985
1514,New 2 BR Appartement Near Tour Eiffel & Trocadéro,48.86724,2.28216,6,368,Entire Place,4.5,18,5,48.86724 2.28216
1515,Sweet Inn | Stylish Apt. in the X arrondissement,48.88,2.354,6,476,Entire Place,4.5,12,5,48.88 2.354
1516,"appartement loft 100 m2 , 2 niveaux",48.839,2.332,3,356,Entire Place,5,15,5,48.839 2.332
1517,*** Small house near the EIFFEL TOWER ! ***,48.85666,2.30245,3,201,Entire Place,4.5,18,4,48.85666 2.30245
1518,3 bedroom apartment in Le Marais,48.86194,2.36315,6,360,Entire Place,5,1,5,48.86194 2.36315
1519,?? Family Duplex near Place Vendôme ??,48.86479,2.32983,8,608,Entire Place,4.5,7,5,48.86479 2.32983
1521,Sweet Inn | Chic 3BR near the Galeries Lafayette,48.87,2.332,7,485,Entire Place,4,7,5,48.87 2.332
1522,"LARGE and LUXURIOUS Penthouse , Haut Marais",48.863,2.371,2,345,Entire Place,5,1,4,48.863 2.371
1523,Last floor with terrace in Le Marais,48.864,2.362,2,350,Entire Place,5,1,4,48.864 2.362
1524,Paris:  Ancient Chapel loft design,48.86756,2.35248,2,330,Entire Place,5,2,4,48.86756 2.35248
1525,Sunny & Spacious Family Flat in the Heart of Paris,48.86156,2.35083,5,319,Entire Place,5,2,4,48.86156 2.35083
1526,Sweet Inn | Artistic 3BR near the Arc de Triomphe,48.876,2.295,7,481,Entire Place,4.5,18,5,48.876 2.295
1528,"Elegant,cosy and quiet nest.",48.85339,2.34328,4,386,Entire Place,5,15,5,48.85339 2.34328
1529,"112-Suite PATRICK,Design 3BDR Flat, Best Loc Paris",48.8671,2.34747,8,358,Entire Place,4.5,2,5,48.8671 2.34747
1530,185-Suite Five,48.84177,2.2934,10,358,Entire Place,4.5,3,5,48.84177 2.2934
1531,Amazing 2BR- I - Rivoli / Notre-Dame,48.858,2.351,6,332,Entire Place,4.5,2,4,48.858 2.351
1532,Large/warm apt- Haussmann style- view of rooftops,48.87016,2.31118,8,510,Entire Place,5,18,5,48.87016 2.31118
1533,"***  LOUVRE! IN CENTRO, PULITO & TRENDY! x8 pers",48.85966,2.34703,8,360,Entire Place,5,2,5,48.85966 2.34703
1534,Amazing Flat Georges V,48.87073,2.30119,5,335,Entire Place,4.5,18,4,48.87073 2.30119
1535,Super apartment 10P/3BR next to Le Marais,48.86,2.369,10,386,Entire Place,5,1,5,48.86 2.369
1536,115m2 brand new flat perfectly located in the 7th,48.861,2.307,4,380,Entire Place,5,18,5,48.861 2.307
1538,Le Haut Marais pour 12,48.86414,2.36608,12,550,Entire Place,5,1,5,48.86414 2.36608
