,Name,Lat,Lon,Numer_of_Guests,Price_per_night,Accommodation_Type,Star,labels,price_group,location
11189,Charming 2 rooms Fbg Saint-Antoine,48.84947,2.3863,2,79,Entire Place,4.5,19,2,48.84947 2.3863
11190,Jolie chambre très lumineuse,48.89312,2.32587,2,65,Private Rooms,5,7,2,48.89312 2.32587
11191,Louis Quiet room Jardin du Luxembourg Montparnasse,48.84385,2.33265,2,65,Private Rooms,5,15,2,48.84385 2.33265
11192,Cosy Nest,48.86327,2.36643,1,66,Entire Place,4.5,1,2,48.86327 2.36643
11193,Cosy mini -loft   MARAIS,48.85909,2.35216,1,63,Entire Place,4.5,2,2,48.85909 2.35216
11194,A Room in Paris 9e Pigalle,48.88297,2.33456,1,65,Private Rooms,5,7,2,48.88297 2.33456
11195,Petite Maison Cosy avec Jardin aux Portes de Paris,48.81858,2.30619,2,73,Entire Place,5,9,2,48.81858 2.30619
11196,Cozy apartment right next to the canal,48.88765,2.37989,2,62,Entire Place,4.5,11,2,48.88765 2.37989
11200,Studio parisien très cosy au pied de Mouffetard,48.84644,2.34981,2,63,Entire Place,4,15,2,48.84644 2.34981
11202,Old caretaker's lodge - Porte de Charenton,48.832,2.399,2,65,Entire Place,4.5,19,2,48.832 2.399
11203,A sunny room near Mouffetard in Paris,48.83565,2.34926,2,65,Private Rooms,5,15,2,48.83565 2.34926
11204,Cosy Flat Canal Saint-Martin. Paris,48.87833,2.36698,2,64,Entire Place,4.5,11,2,48.87833 2.36698
11205,Mini loft in the center of Paris - Bail mobilité,48.86505,2.37921,2,75,Entire Place,5,11,2,48.86505 2.37921
11206,Apt close to Eiffel Tower and fabulous shopping,48.84754,2.29588,2,74,Entire Place,4.5,3,2,48.84754 2.29588
11207,Beautiful Parisian type apartment near the metro,48.90281,2.39171,2,65,Entire Place,5,13,2,48.90281 2.39171
11208,Charmant T1 lumineux 9 arrondissement,48.87971,2.34918,4,75,Entire Place,4.5,12,2,48.87971 2.34918
11209,Charmant appartement au cœur des Puces !,48.90225,2.33688,2,65,Entire Place,5,12,2,48.90225 2.33688
11210,PARIS 13,48.83875,2.3614,1,74,Private Rooms,5,5,2,48.83875 2.3614
11211,chambre  chez l habitant proche tour Eiffel,48.83926,2.29048,3,63,Private Rooms,4.5,3,2,48.83926 2.29048
11212,NEAR MONTMARTRE & GARE NORD CENTRAL PLACE PARIS,48.892,2.356,2,76,Private Rooms,5,12,2,48.892 2.356
11213,Studio cosy en plein coeur de Paris,48.86907,2.34343,2,75,Entire Place,4.5,2,2,48.86907 2.34343
11214,Garibaldi Charmant 2 pièces Porte de Montmartre,48.90545,2.33675,2,74,Entire Place,4.5,12,2,48.90545 2.33675
11215,"Cosy studio Paris 9e, proche Faubourg-Montmartre",48.87408,2.34409,2,66,Entire Place,5,2,2,48.87408 2.34409
11216,"Cosy, large 1-bedroom apartment close to Bercy",48.84071,2.39346,3,74,Entire Place,5,19,2,48.84071 2.39346
11217,?? Parisian cocoon near the Eiffel Tower ??,48.84366,2.28292,2,65,Private Rooms,4.5,3,2,48.84366 2.28292
11219,Comfortable house near place de la république,48.86137,2.3645,2,66,Entire Place,3.5,1,2,48.86137 2.3645
11220,Quiet & arty studio in Belleville,48.8705,2.37289,4,75,Entire Place,4.5,11,2,48.8705 2.37289
11221,"Clichy la garenne:Appart F2, 3mn métro, 6mn paris",48.90313,2.30285,2,65,Entire Place,5,0,2,48.90313 2.30285
11222,2 pièces à Porte d’Orléans,48.81818,2.32502,2,67,Entire Place,5,9,2,48.81818 2.32502
11223,Grand studio 45m2 Auteuil Paris XVl ème,48.84522,2.25942,2,74,Entire Place,5,17,2,48.84522 2.25942
11224,Grand 2 pièces avec vue Tour Eiffel !,48.84665,2.39446,2,75,Entire Place,5,19,2,48.84665 2.39446
11225,Comfortable studio Paris 7th Eiffel Tower,48.85436,2.30458,2,65,Entire Place,5,18,2,48.85436 2.30458
11226,"STUDIO, 11°, parc de Belleville",48.86975,2.38475,4,68,Private Rooms,4.5,11,2,48.86975 2.38475
11227,comme à la maison,48.828,2.402,4,65,Entire Place,5,10,2,48.828 2.402
11228,Charming Studio in Montmartre,48.88959,2.34971,2,73,Entire Place,5,12,2,48.88959 2.34971
11231,Cozy and modern Parisian Getaway studio,48.87952,2.26497,2,74,Entire Place,4.5,8,2,48.87952 2.26497
11232,Métro Line 1 : Comfortable flat near La Défense,48.89551,2.24893,2,68,Entire Place,5,8,2,48.89551 2.24893
11233,Beautiful studio in the Marais,48.86487,2.35841,2,66,Entire Place,4.5,1,2,48.86487 2.35841
11234,Magnifique appartement parisien à Montmartre,48.89502,2.33566,2,74,Private Rooms,5,12,2,48.89502 2.33566
11236,"2 pièces, calme, proche Montmartre.
Confort.",48.89366,2.33969,2,69,Entire Place,4.5,12,2,48.89366 2.33969
11237,logement agréable bien situé à Montmartre...,48.88876,2.33737,2,75,Entire Place,5,12,2,48.88876 2.33737
11238,Big room safety district closed to Champs Élysée,48.89059,2.2913,3,68,Private Rooms,5,0,2,48.89059 2.2913
11240,Quiet Loft and Charming Courtyard in Montmartre,48.88678,2.3573,4,67,Entire Place,4.5,12,2,48.88678 2.3573
11241,Bright and quiet studio billancourt,48.83132,2.2377,2,68,Entire Place,5,17,2,48.83132 2.2377
11242,Luminous & Quiet Apartment : All Renovated!,48.90147,2.30328,2,66,Entire Place,5,0,2,48.90147 2.30328
11244,Studio avec vue sur Sacré-Coeur,48.884,2.376,2,67,Entire Place,5,11,2,48.884 2.376
11245,LE MARAIS - SAINT PAUL/RUE DES ECOUFFES,48.85543,2.35946,2,75,Entire Place,4.5,1,2,48.85543 2.35946
11247,Suite with the view near The Eiffel Tower,48.85015,2.28779,2,68,Private Rooms,4.5,3,2,48.85015 2.28779
11248,Appartement cosy au coeur du Vieux Belleville,48.87101,2.38594,3,75,Entire Place,4.5,11,2,48.87101 2.38594
11249,Bienvenue chez alexis,48.85468,2.33801,2,75,Entire Place,4.5,15,2,48.85468 2.33801
11250,Agréable 2 pièces - Quartier des Batignolles,48.89376,2.31979,2,68,Entire Place,4.5,7,2,48.89376 2.31979
11251,Bed & Breakfast de charme à Auteuil,48.84941,2.26988,2,75,Private Rooms,5,3,2,48.84941 2.26988
11252,Charming apartment at Paris-3 beds,48.847,2.408,3,69,Entire Place,4.5,19,2,48.847 2.408
11254,Lovely  flat in Ménilmontant Street,48.86805,2.39031,2,75,Entire Place,4.5,19,2,48.86805 2.39031
11255,Cosy 2 room appartment downtown Paris,48.853,2.407,2,75,Entire Place,4.5,19,2,48.853 2.407
11256,Petit studio indépendant 1 personne Paris 15,48.83802,2.29902,1,75,Entire Place,4.5,3,2,48.83802 2.29902
11257,Buttes chaumont and Belleville,48.8745,2.37828,2,75,Entire Place,5,11,2,48.8745 2.37828
11258,Grand 2p 50m2 calme et lumineux Parc de Belleville,48.87145,2.3834,3,68,Entire Place,4.5,11,2,48.87145 2.3834
11259,Ceiling to floor WHITE Paris flat,48.88881,2.35648,2,75,Entire Place,5,12,2,48.88881 2.35648
11260,Beau studio 10 min à pied du Marais,48.8667,2.37596,3,75,Entire Place,4.5,11,2,48.8667 2.37596
11261,Charmant appartement Neuilly  proche Paris,48.88137,2.27804,3,66,Entire Place,4.5,0,2,48.88137 2.27804
11262,Discover Paris from a fully equiped flat,48.84894,2.40011,2,99,Entire Place,5,19,2,48.84894 2.40011
11263,Charmant appart 30 m2 dans Paris près de Nation,48.85341,2.40034,2,75,Entire Place,5,19,2,48.85341 2.40034
11264,cosystudio@paris-eiffel,48.852,2.3,2,75,Entire Place,5,3,2,48.852 2.3
11265,Paris: Grande chambre calme avec balcon et parking,48.8445,2.30801,2,68,Private Rooms,5,9,2,48.8445 2.30801
11266,Appartement équipé cosy Paris 13,48.83277,2.34414,2,75,Entire Place,5,15,2,48.83277 2.34414
11267,apartment in montorgueil,48.86487,2.34342,1,75,Entire Place,5,2,2,48.86487 2.34342
11268,Chambre&salle de bain privée. Petit déjeuner.,48.85334,2.27732,4,75,Private Rooms,5,3,2,48.85334 2.27732
11269,Studio Paris Gaîté,48.8384,2.32424,1,75,Entire Place,5,9,2,48.8384 2.32424
11270,Studio d'architecte dans le 3ème Arr,48.86687,2.35612,2,75,Entire Place,5,2,2,48.86687 2.35612
11271,MyPlace@Paris,48.8953,2.34823,2,75,Entire Place,4.5,12,2,48.8953 2.34823
11272,Studio 20 M2 5 Mn de (Sacré cœur),48.89254,2.33651,2,75,Entire Place,4.5,12,2,48.89254 2.33651
11273,? Charming apartment close toArc Triomphe - 2P,48.88335,2.30666,2,75,Entire Place,4,0,2,48.88335 2.30666
11274,CHARMING STUDIO MONTMARTRE,48.89368,2.33979,2,75,Entire Place,5,12,2,48.89368 2.33979
11275,3-room house Paris on court near Canal St Martin,48.87472,2.37188,6,75,Entire Place,5,11,2,48.87472 2.37188
11277,Loft Danse,48.88798,2.41067,4,73,Entire Place,5,13,2,48.88798 2.41067
11278,Beautiful studio in the center of Paris!,48.86962,2.3428,2,75,Entire Place,5,2,2,48.86962 2.3428
11279,Studio lumineux à Parmentier/Oberkampf,48.86611,2.37353,2,75,Entire Place,4.5,11,2,48.86611 2.37353
11280,"Cabane Poupounou 
Gare Clichy-Levallois",48.89972,2.29666,2,73,Entire Place,5,0,2,48.89972 2.29666
11281,The best location in Paris!,48.88374,2.32891,2,73,Private Rooms,4.5,7,2,48.88374 2.32891
11282,studio Gare de Lyon,48.85106,2.37329,1,73,Entire Place,4.5,1,2,48.85106 2.37329
11283,"Cozy, newly designed apartment in Paris",48.88691,2.39285,5,73,Entire Place,4.5,13,2,48.88691 2.39285
11284,CHIC&COSY 2 pièces Champs-Élysées-Défense,48.88076,2.23776,4,74,Entire Place,4.5,8,2,48.88076 2.23776
11285,DN Résidence BNB Boutique - Guy Môquet Paris,48.8935,2.32405,2,73,Entire Place,5,7,2,48.8935 2.32405
11288,Duplex de charme Belleville,48.87135,2.37535,2,74,Entire Place,5,11,2,48.87135 2.37535
11289,Jolie 2 pièces aux Portes de Paris 18ème,48.90538,2.33585,2,75,Entire Place,4.5,12,2,48.90538 2.33585
11290,Paisible appartement aux portes de Paris,48.84725,2.43942,2,74,Entire Place,5,6,2,48.84725 2.43942
11291,JOLI APPARTEMENT LUMINEUX,48.90579,2.3359,2,74,Entire Place,4,12,2,48.90579 2.3359
11292,Appartment cosy at 20mn from Montparnasse,48.81672,2.30193,4,73,Entire Place,5,9,2,48.81672 2.30193
11293,Feel good studio in a great neigbourhood,48.85409,2.37634,2,68,Entire Place,5,19,2,48.85409 2.37634
11294,Charmant studio proche de MONTMARTRE,48.88402,2.32705,2,66,Entire Place,4,7,2,48.88402 2.32705
11295,Cozy room near Eiffel Tower,48.86151,2.30526,1,65,Private Rooms,5,18,2,48.86151 2.30526
11296,Appart-studio 35m2 chill&cosy aux portes de Paris!,48.87762,2.41289,4,66,Entire Place,5,13,2,48.87762 2.41289
11297,Sunny appartement close to metro,48.85492,2.41085,2,66,Entire Place,4,6,2,48.85492 2.41085
11298,"Studio S I proche maison des examens, Paris",48.81248,2.34386,2,66,Entire Place,4.5,5,2,48.81248 2.34386
11299,Paris: studio charmant et calme,48.86517,2.40496,2,65,Entire Place,4.5,19,2,48.86517 2.40496
11300,Charmant studio en plein cœur du 11ème,48.8641,2.3803,2,65,Entire Place,5,11,2,48.8641 2.3803
11301,Appartement 2 pièces (36 m2) Paris Buttes Chaumont,48.87643,2.38353,2,67,Entire Place,5,11,2,48.87643 2.38353
11302,Appartement cozy dans un joli passage du 20e,48.87139,2.38618,2,65,Entire Place,5,11,2,48.87139 2.38618
11303,The Cosy Flat Paris,48.91967,2.34315,2,65,Entire Place,5,12,2,48.91967 2.34315
11304,Beau STUDIO à Paris XVème,48.836,2.288,2,65,Entire Place,5,3,2,48.836 2.288
11305,T2 proche du Père Lachaise/Gambetta,48.86934,2.40381,2,67,Entire Place,5,13,2,48.86934 2.40381
11306,"Neuf Appt - Grand appt lumineux, bien équipé",48.81596,2.2774,2,66,Entire Place,4.5,17,2,48.81596 2.2774
11307,"Eiffel tower,Champs Elysée 30m2 Flat for long stay",48.84929,2.27053,2,75,Entire Place,4.5,3,2,48.84929 2.27053
11308,Saint-Germain science po ascensur,48.84917,2.32647,2,75,Entire Place,5,15,2,48.84917 2.32647
11309,Amélie Poulain in Montmartre!,48.88066,2.33954,2,75,Private Rooms,5,12,2,48.88066 2.33954
11310,Lovely home in Saint Germain-Odeon,48.85237,2.33866,2,175,Entire Place,5,15,3,48.85237 2.33866
11311,Nice room next to many subways :),48.88228,2.36344,2,75,Private Rooms,5,11,2,48.88228 2.36344
11312,superbe appartement rue des artistes de 37 mc,48.82655,2.33326,2,73,Entire Place,5,9,2,48.82655 2.33326
11313,*NEW* A NEST AT MONTPARNASSE,48.83928,2.32614,2,75,Private Rooms,4.5,9,2,48.83928 2.32614
11314,Studio cosy à côté du JARDIN DU LUXEMBOURG,48.83448,2.33465,2,74,Entire Place,4.5,15,2,48.83448 2.33465
11315,Apt. 1 bedroom free parking Paris Stade de France,48.91643,2.35894,4,75,Entire Place,5,12,2,48.91643 2.35894
11317,The Cosy Flat Paris,48.9187,2.34314,2,65,Entire Place,5,12,2,48.9187 2.34314
11318,Design studio in cool neighborhood !,48.87954,2.37655,2,74,Entire Place,5,11,2,48.87954 2.37655
11319,Cozy studio near Parc Montsouris,48.8251,2.3293,2,74,Entire Place,4.5,9,2,48.8251 2.3293
11321,"Charming apartment near Montmartre, Paris",48.88963,2.35579,2,65,Entire Place,5,12,2,48.88963 2.35579
11322,Cosy appartement Montmartre,48.89444,2.35008,5,73,Entire Place,5,12,2,48.89444 2.35008
11323,Dona Montparnasse Saint Germain Private Room,48.84171,2.33251,1,75,Private Rooms,5,15,2,48.84171 2.33251
11324,Cosy loft style appartment Canal Saint Martin,48.88566,2.36422,4,65,Entire Place,4.5,11,2,48.88566 2.36422
11325,Loft lumineux dans le quartier de Charonne,48.853,2.408,4,66,Entire Place,5,19,2,48.853 2.408
11326,Beautiful studio in central Paris,48.86937,2.3448,2,74,Private Rooms,5,2,2,48.86937 2.3448
11327,Bel apt proche canal Saint-Martin,48.87391,2.37061,2,75,Entire Place,4,11,2,48.87391 2.37061
11328,HOTEL RICHMOND GARE DU NORD,48.88,2.356,2,65,Private Rooms,4,2,2,48.88 2.356
11329,Studio romantique dans le Quartier Latin,48.84478,2.35511,2,75,Entire Place,4.5,15,2,48.84478 2.35511
11330,Appartement hyper centre ville F2,48.847,2.438,2,73,Entire Place,5,6,2,48.847 2.438
11331,"Studio S II proche maison des examens, Paris",48.81413,2.34489,2,68,Entire Place,5,5,2,48.81413 2.34489
11332,Cosy studio near Montparnasse,48.84299,2.31531,2,75,Entire Place,4.5,9,2,48.84299 2.31531
11334,Cosy 2 pièces Porte de Montmartre Paris 18ième,48.90397,2.33698,2,73,Entire Place,4.5,12,2,48.90397 2.33698
11335,Appartment close to Bastille,48.85455,2.37008,2,64,Entire Place,4.5,1,2,48.85455 2.37008
11336,Charmant 2 pièces Paris 20e,48.87153,2.39254,2,75,Entire Place,5,13,2,48.87153 2.39254
11337,Appartement très lumineux avec deux grands balcons,48.89078,2.42321,2,65,Entire Place,5,13,2,48.89078 2.42321
11338,Studio coup de cœur très chaleureux,48.897,2.308,2,75,Entire Place,5,0,2,48.897 2.308
11339,Appart Zen 2 personnes  (Parc des Expos ViParis),48.83502,2.28432,2,75,Entire Place,4.5,3,2,48.83502 2.28432
11340,Cosy studio near Montmartre,48.88106,2.345,1,66,Entire Place,4.5,12,2,48.88106 2.345
11341,Nice and cosy flat in the center of Paris,48.84996,2.37169,2,66,Entire Place,5,1,2,48.84996 2.37169
11342,Cosy and luminous apartment in Paris la Villette,48.89308,2.38487,2,75,Entire Place,5,13,2,48.89308 2.38487
11343,Joli Studio Esprit Loft,48.88804,2.30606,2,65,Entire Place,4.5,0,2,48.88804 2.30606
11344,Chambre privée avec petit déjeûner,48.87636,2.36481,2,75,Private Rooms,5,11,2,48.87636 2.36481
11345,Studio Paris Sud - Proche du Métro,48.8175,2.3262,2,65,Entire Place,5,9,2,48.8175 2.3262
11346,Studio avec vue aux Buttes Chaumont,48.87873,2.38457,3,75,Entire Place,5,13,2,48.87873 2.38457
11347,Agreeable appartement in Paris ( Champs-Elysées),48.88716,2.26499,2,76,Entire Place,4.5,8,2,48.88716 2.26499
11348,Appt calme et cosy - idéal pour explorer Paris !,48.89655,2.34053,4,75,Entire Place,5,12,2,48.89655 2.34053
11349,Cosy flat 2 room in Montmartre,48.89254,2.3469,2,65,Entire Place,5,12,2,48.89254 2.3469
11351,Studio 10 Montmartre,48.88725,2.34518,2,75,Entire Place,5,12,2,48.88725 2.34518
11352,à Paris dans un quartier formidable près de tout,48.87724,2.34469,2,75,Entire Place,5,2,2,48.87724 2.34469
11353,Cosy appartment near by Montmartre,48.89222,2.32731,2,69,Entire Place,5,7,2,48.89222 2.32731
11354,Studio 30m2 Paris 16 (Versailles Exelmans),48.8426,2.26428,3,75,Entire Place,4.5,17,2,48.8426 2.26428
11355,45 m2 au pied de Montmartre,48.88819,2.34771,3,65,Entire Place,4.5,12,2,48.88819 2.34771
11356,Cosy studio à 1mn du métro St-Mandé tout équipé,48.84667,2.42059,2,65,Entire Place,4.5,6,2,48.84667 2.42059
11358,Charming Studette Paris La Défense,48.886,2.245,2,68,Entire Place,4.5,8,2,48.886 2.245
11359,"Magnifique appartement de 38 m2, très proche canal",48.89065,2.41636,2,75,Entire Place,5,13,2,48.89065 2.41636
11360,Paris-Brooklyn,48.89198,2.4152,3,73,Entire Place,5,13,2,48.89198 2.4152
11361,??  Studio terrasse à 9 minutes du centre de Paris!,48.9162,2.354,2,75,Entire Place,5,12,2,48.9162 2.354
11362,Havre de paix lumineux à Montmartre -Bail mobilité,48.891,2.329,3,75,Entire Place,4.5,7,2,48.891 2.329
11363,Charming New  flat Picpus,48.83554,2.40337,4,75,Entire Place,4.5,19,2,48.83554 2.40337
11364,Logement fonctionnel et chaleureux,48.89231,2.32255,2,75,Entire Place,4.5,7,2,48.89231 2.32255
11365,Studio 12m2 (12 sq meters) Paris 15eme (Commerce),48.84562,2.29538,2,75,Entire Place,5,3,2,48.84562 2.29538
11366,"NEW Little Yvette - Artist Studio, calm 1-2 pers",48.85397,2.26745,1,65,Entire Place,5,3,2,48.85397 2.26745
11369,Paris 15th district apartment -:),48.841,2.306,2,74,Entire Place,4.5,9,2,48.841 2.306
11370,Lovely flat in Paris 13ème,48.82202,2.36077,3,73,Entire Place,4.5,5,2,48.82202 2.36077
11371,PERFECT LOCATION! GREAT RATES! BEST,48.85652,2.32796,2,76,Entire Place,4.5,15,2,48.85652 2.32796
11373,Deux pièces lumineux et calme  à Montparnasse,48.84119,2.32383,2,75,Entire Place,5,9,2,48.84119 2.32383
11374,Very quiet studio 33m2 Paris Porte de Versailles,48.831,2.281,4,75,Entire Place,4.5,3,2,48.831 2.281
11376,Parisian 35 sqm flat at the foot of Montmartre,48.88725,2.34412,2,75,Entire Place,4.5,12,2,48.88725 2.34412
11377,"At Home Paris Levallois center, quiet, bright",48.89552,2.2921,4,75,Entire Place,5,0,2,48.89552 2.2921
11378,Studio moderne et calme dans Paris,48.82908,2.37306,2,75,Entire Place,5,5,2,48.82908 2.37306
11379,"Appartement moderne 35m² tout équipé, Paris 06.",48.85213,2.33836,2,65,Entire Place,4.5,15,2,48.85213 2.33836
11380,One double bedroom,48.88481,2.32384,2,64,Private Rooms,5,7,2,48.88481 2.32384
11381,"Nice studio,Panthéon-Quartier Latin",48.84252,2.33996,1,63,Private Rooms,5,15,2,48.84252 2.33996
11382,"? Cocon zen, calme & lumineux / Montmartre ?",48.89262,2.341,2,63,Entire Place,4.5,12,2,48.89262 2.341
11383,Cosy &vast surrounded by green art-student flat,48.82576,2.31351,2,65,Private Rooms,5,9,2,48.82576 2.31351
11384,"Simple room , Montsouris-Marriott",48.83109,2.34109,1,65,Private Rooms,5,15,2,48.83109 2.34109
11386,"PARIS, RÉPUBLIQUE, CANAL ST-MARTIN, élégant studio",48.87207,2.36197,1,65,Entire Place,4.5,11,2,48.87207 2.36197
11387,"Place des Abbesses , Montmartre , joli 2 pieces",48.88332,2.34005,2,75,Entire Place,5,12,2,48.88332 2.34005
11390,Au cœur de Belleville,48.87248,2.38097,3,65,Entire Place,5,11,2,48.87248 2.38097
11391,ROOMCOSY@Paris,48.855,2.381,1,63,Entire Place,4.5,19,2,48.855 2.381
11392,studio cosy avec petite terrasse fleurie et soleil,48.8285,2.24376,2,65,Entire Place,5,17,2,48.8285 2.24376
11393,Big and bright quiet room,48.83061,2.32676,2,65,Private Rooms,4.5,9,2,48.83061 2.32676
11394,Studio NEUF (2022) tout confort à 1km de Paris,48.81324,2.33247,2,65,Entire Place,5,9,2,48.81324 2.33247
11395,Charming studio - historical Bastille district,48.85057,2.37474,2,65,Entire Place,4.5,19,2,48.85057 2.37474
11396,Parisian studio Parc de Belleville,48.87098,2.38396,2,64,Entire Place,5,11,2,48.87098 2.38396
11397,Cozy 1BD in the heart of Le Marais,48.86023,2.35583,2,130,Entire Place,5,1,3,48.86023 2.35583
11399,?????????????,48.88558,2.25764,4,62,Entire Place,4.5,8,2,48.88558 2.25764
11400,Studio in Paris 11e near Nation,48.85748,2.39185,2,65,Entire Place,4.5,19,2,48.85748 2.39185
11401,2 pièces XXième Gambetta,48.85969,2.40124,4,65,Entire Place,4.5,19,2,48.85969 2.40124
11404,cosy and design studio flat Paris 14 75000 center,48.8288,2.31554,2,64,Entire Place,4.5,9,2,48.8288 2.31554
11405,La campagne à Paris,48.83807,2.33596,2,65,Entire Place,4.5,15,2,48.83807 2.33596
11406,Private room studette by Arc de Triomphe,48.87508,2.30891,2,65,Private Rooms,4.5,18,2,48.87508 2.30891
11407,"Chic, spacious flat in the heart of Le Marais",48.86077,2.3626,2,65,Private Rooms,4,1,2,48.86077 2.3626
11408,Studio Paris Belleville near metro,48.87249,2.38184,2,64,Entire Place,4.5,11,2,48.87249 2.38184
11409,Cutest flat in le Marais,48.86648,2.35672,1,65,Entire Place,5,2,2,48.86648 2.35672
11410,stylish mini studio in great neighbourhood,48.85658,2.33875,3,64,Entire Place,4,15,2,48.85658 2.33875
11411,Studio 25m² in an architect's house,48.89246,2.35981,2,64,Private Rooms,5,12,2,48.89246 2.35981
11413,Appartement La Défense avec le parking gratuit,48.899,2.236,2,63,Entire Place,4.5,8,2,48.899 2.236
11414,"nid sous les toits, un petit musée de curiosité",48.85753,2.36442,2,65,Entire Place,4.5,1,2,48.85753 2.36442
11415,Studio 30m2 in a courtyard on line1 Paris Center,48.84724,2.4179,2,65,Entire Place,5,6,2,48.84724 2.4179
11416,2 pièces au pied de Montmartre,48.88541,2.34901,2,65,Private Rooms,4.5,12,2,48.88541 2.34901
11417,2 persons near Parc des Princes / Eiffel Tower,48.8432,2.25693,2,63,Entire Place,4.5,17,2,48.8432 2.25693
11418,"BASTILLE, près Opéra, 2 P 46 m2",48.85434,2.37215,4,65,Entire Place,4.5,1,2,48.85434 2.37215
11420,Two room basement flat in detached house nr Paris,48.81044,2.33954,2,63,Entire Place,5,5,2,48.81044 2.33954
11421,"Loft spacieux, ensoleillé et calme.",48.88892,2.35481,2,64,Entire Place,5,12,2,48.88892 2.35481
11422,Charmant petit appart sur le Bassin de La Villette,48.88341,2.37006,2,65,Entire Place,5,11,2,48.88341 2.37006
11423,Un cocon à Montmartre,48.88511,2.33509,2,65,Entire Place,5,12,2,48.88511 2.33509
11424,Cosy and calm appart in Belleville,48.87447,2.38097,2,65,Entire Place,5,11,2,48.87447 2.38097
11425,Cosy double bedroom in Paris 20 close to Châtelet,48.87312,2.39752,2,65,Private Rooms,5,13,2,48.87312 2.39752
11426,Chambre calme chez l'habitant,48.84229,2.38436,2,65,Private Rooms,5,19,2,48.84229 2.38436
11427,Studio lumineux en plein coeur de Paris,48.85227,2.37314,2,65,Entire Place,4.5,1,2,48.85227 2.37314
11428,Lovely studio closed to Paris,48.83536,2.25464,2,65,Entire Place,5,17,2,48.83536 2.25464
11429,Chambre privée cozy proche Arc de Triomphe,48.87988,2.28778,2,65,Private Rooms,4,0,2,48.87988 2.28778
11431,"Private room, Breakfast with garden",48.81978,2.30303,2,65,Private Rooms,5,9,2,48.81978 2.30303
11432,"PARIS PASSION Chambre ""Rendez-vous""",48.838,2.39,3,65,Private Rooms,4.5,19,2,48.838 2.39
11433,Location appartement Paris 14,48.832,2.313,2,65,Entire Place,5,9,2,48.832 2.313
11435,"Quiet, Sunny and Cosy flat in center Paris",48.88488,2.38107,2,65,Entire Place,5,11,2,48.88488 2.38107
11436,Chambre spacieuse 17ème,48.89121,2.32432,4,65,Private Rooms,5,7,2,48.89121 2.32432
11437,Joli appartement - Parc de La Villette,48.9012,2.38802,4,63,Entire Place,5,13,2,48.9012 2.38802
11438,"Large modern ""suite"" in a pretty house with garden",48.86296,2.43359,3,65,Private Rooms,5,6,2,48.86296 2.43359
11439,Charmant studio avec un espace de travail,48.898,2.309,2,63,Entire Place,5,0,2,48.898 2.309
11440,Studio with garden near Paris EXPO,48.825,2.289,2,63,Entire Place,5,3,2,48.825 2.289
11441,"? Nice apartment, close to the Olive market, 4p?",48.88918,2.36281,4,65,Entire Place,4.5,11,2,48.88918 2.36281
11443,ROMANTIC Studio next to MOULIN ROUGE,48.885,2.333,2,65,Entire Place,4.5,7,2,48.885 2.333
11444,????? Comfortable AsianTown in Paris,48.82194,2.3623,2,64,Private Rooms,5,5,2,48.82194 2.3623
11445,Appartement  2 pièces avec vue sur le Sacré Cœur.,48.88434,2.41955,2,64,Entire Place,4.5,13,2,48.88434 2.41955
11447,Beautiful Studio with Terrasse near Champs Elysées,48.88895,2.27414,2,65,Entire Place,5,0,2,48.88895 2.27414
11449,Quiet & cosy flat with balcony near metro station,48.82734,2.22149,2,65,Entire Place,5,17,2,48.82734 2.22149
11450,BAIL MOBILITE UNIQUEMENT - 1 to 10 Month,48.88519,2.35067,2,65,Entire Place,5,12,2,48.88519 2.35067
11451,Pleasant apartment near Montsouris - By Lokeys??,48.82924,2.31728,4,64,Entire Place,4.5,9,2,48.82924 2.31728
11452,Magnifique studio à 1mn du métro tout équipé,48.84309,2.43076,2,65,Entire Place,4.5,6,2,48.84309 2.43076
11454,Sweet Love Nest in Paris,48.89368,2.37465,4,78,Entire Place,4.5,11,2,48.89368 2.37465
11455,Bel appartement dans agréable quartier parisien,48.87094,2.38876,2,63,Entire Place,5,13,2,48.87094 2.38876
11456,Bel appartement à la plaine St-Denis,48.91682,2.35357,4,77,Entire Place,5,12,2,48.91682 2.35357
11457,life is manific  in Paris St Germain de Charonne 1,48.85865,2.4044,2,79,Entire Place,4.5,19,2,48.85865 2.4044
11458,Saint Ouen Charmant 3 pièces à 2 min des puces,48.90975,2.34151,5,77,Entire Place,4,12,2,48.90975 2.34151
11459,Très joli studio face au Château de Vincennes,48.844,2.434,2,79,Entire Place,4.5,6,2,48.844 2.434
11460,Très agréable studio à 2 pas du Château Vincennes,48.844,2.432,2,79,Entire Place,5,6,2,48.844 2.432
11461,"Pretty apartment,  quiet and close to everything!",48.82828,2.24618,2,78,Entire Place,4.5,17,2,48.82828 2.24618
11463,Agréable studio à Vincennes,48.8478,2.45204,2,79,Entire Place,5,6,2,48.8478 2.45204
11464,Studio Paris 14th,48.8323,2.32691,2,79,Entire Place,5,9,2,48.8323 2.32691
11465,Delightful appartment at 5 minutes from Paris,48.80108,2.42432,3,78,Entire Place,5,10,2,48.80108 2.42432
11466,Peaceful Bedroom with comfort,48.89692,2.30499,5,77,Private Rooms,4.5,0,2,48.89692 2.30499
11467,Confortable studio dans l'hyper-centre de Boulogne,48.83324,2.23919,2,79,Entire Place,5,17,2,48.83324 2.23919
